-0.0594925	1.995	2.87	-0.529323308	3.801734914	-1.896
-0.038388	1.995	2.212	-0.680701754	2.495210457	-1.896
-0.032847	1.995	2.016	-0.796992481	2.23893066	-1.896
-0.022172	1.995	1.68	-0.910275689	1.945716421	-1.896
0.430056	1.211	1.4	-5.328654005	9.155682053	-3.502
0.5064495	1.211	0.7	-5.461601982	6.102878854	-3.502
0.49488	1.211	0.539	-5.539223782	5.588054995	-3.502
0.466361	1.211	0.203	-5.609413708	4.910260405	-3.502
1.712778	0.826	0.581	-7.65496368	17.17486765	-5.963
1.0196875	0.826	0.161	-7.590799031	11.47775973	-5.963
0.8789035	0.826	0.259	-7.688861985	10.87976127	-5.963
2.6381375	0.63	0	-15.84126984	25.14487276	-7.408
-0.1458045	2.597	3.535	-0.3658067	2.243487902	-2.101
-0.1330525	2.597	2.877	-0.482094725	1.472478908	-2.101
-0.1266025	2.597	2.681	-0.571428571	1.321242528	-2.101
-0.115454	2.597	2.345	-0.65845206	1.148210318	-2.101
-0.177796	1.897	2.338	-2.652082235	3.731163902	-3.424
-0.086812	1.897	1.638	-2.736953084	2.487072088	-3.424
-0.055127	1.897	1.477	-2.786505008	2.2772688	-3.424
-0.0049405	1.897	1.141	-2.831312599	2.001050962	-3.424
0.0729255	1.393	1.435	-2.809045226	6.038808544	-3.479
0.2188715	1.393	0.693	-2.770997846	4.035663911	-3.479
0.212353	1.393	0.595	-2.829145729	3.825403296	-3.479
0.1503865	1.393	0.252	-2.823402728	3.412096891	-3.479
0.6686675	1.134	0.798	-6.072310406	7.760763199	-4.603
0.275475	1.134	0	-5.965608466	5.260677659	-4.603
-0.146464	2.443	3.794	-0.065493246	2.535249451	-1.729
-0.164521	2.443	3.136	-0.189111748	1.66397213	-1.729
-0.1664765	2.443	2.94	-0.284076955	1.493067732	-1.729
-0.168284	2.443	2.604	-0.376586165	1.297532995	-1.729
-0.2660115	2.324	3.192	-1.472461274	2.486032154	-1.731
-0.3692695	2.324	2.492	-1.541738382	1.6571079	-1.731
-0.3613305	2.324	2.331	-1.582185886	1.517318351	-1.731
-0.350466	2.324	1.995	-1.618760757	1.333277541	-1.731
-0.0187695	1.68	2.1	-2.45	5.361040249	-4.215
0.156381	1.68	1.442	-2.629761905	3.518636621	-4.215
0.1520705	1.68	1.246	-2.767857143	3.157242063	-4.215
0.203405	1.68	0.91	-2.902380952	2.743764172	-4.215
0.1018155	1.547	1.757	-4.608920491	5.610458593	-5.023
0.275334	1.547	1.057	-4.712992889	3.739748597	-5.023
0.259251	1.547	0.896	-4.773755656	3.424272598	-5.023
0.2411885	1.547	0.56	-4.828700711	3.008930687	-5.023
0.4332885	1.33	1.274	-2.970676692	6.624455877	-2.862
0.340923	1.33	0.532	-2.930827068	4.427045056	-2.862
0.2714115	1.33	0.434	-2.991729323	4.196393239	-2.862
0.158226	1.33	0.091	-2.985714286	3.743004127	-2.862
0.202076	1.162	0	-5.69535284	4.901336351	-6.221
-0.136152	3.199	4.662	-0.005001563	1.478560675	-1.655
-0.160783	3.199	4.004	-0.099406064	0.970430643	-1.655
-0.164282	3.199	3.808	-0.171928728	0.870758983	-1.655
-0.168527	3.199	3.472	-0.242575805	0.756722878	-1.655
-0.220613	2.548	3.57	-1.187598116	2.068140987	-2.262
-0.368853	2.548	2.87	-1.250784929	1.378555286	-2.262
-0.3751365	2.548	2.709	-1.287676609	1.262263751	-2.262
-0.380649	2.548	2.373	-1.321036107	1.109159399	-2.262
-0.1557595	1.883	2.422	-2.010090281	4.267435751	-4.231
-0.043813	1.883	1.764	-2.17047265	2.800866066	-4.231
-0.0303675	1.883	1.568	-2.293680297	2.513192781	-4.231
0.036523	1.883	1.232	-2.41370154	2.1840607	-4.231
-0.0871575	1.736	2.079	-3.787442396	4.455326616	-4.643
0.0709195	1.736	1.379	-3.880184332	2.969775319	-4.643
0.0831555	1.736	1.218	-3.934331797	2.719252373	-4.643
0.1127115	1.736	0.882	-3.983294931	2.389424813	-4.643
0.150714	1.498	1.582	-2.449933244	5.221915825	-3.065
0.170062	1.498	0.84	-2.414552737	3.489744225	-3.065
0.122301	1.498	0.742	-2.468624833	3.307926367	-3.065
0.0795525	1.498	0.399	-2.463284379	2.9505295	-3.065
0.0163115	1.344	0	-4.467261905	3.323855584	-3.874
0.5808505	0.826	0.602	-7.679176755	9.704283897	-5.963
-0.11158	3.164	4.851	0.084386852	1.511453121	-1.672
-0.1524795	3.164	4.193	-0.011061947	0.992019096	-1.672
-0.1579615	3.164	3.997	-0.084386852	0.890130114	-1.672
-0.164926	3.164	3.661	-0.155815424	0.773557132	-1.672
-0.095162	2.632	3.892	-0.953647416	1.938238514	-1.217
-0.3264895	2.632	3.192	-1.014817629	1.291966538	-1.217
-0.3501065	2.632	3.031	-1.050531915	1.182979416	-1.217
-0.3810935	2.632	2.695	-1.082826748	1.039491736	-1.217
0.807408	1.162	0.805	-15.71904762	7.391256691	-7.408
0.45098	1.344	1.127	-15.57619048	5.524996457	-7.408
0.263938	1.162	0.007	-6.004409171	5.010205563	-4.603
0.136481	1.344	0.329	-5.925044092	3.745150404	-4.603
0.086873	1.344	0.322	-5.617900172	3.663770196	-6.221
